sample_id,image_path,orig_label,orig_label_2,split,label,label_id,confidence,reason,source
ollama_train_hap_000070,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-160-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000071,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-178-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright yellow and orange colors, a smiling sun, and large figures, all of which are strong indicators of happiness.",ollama_7b
ollama_train_hap_000072,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-240-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a large figure, indicating a positive emotion.",ollama_7b
ollama_train_hap_000073,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-272-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000074,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-284-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large figures, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000075,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-308-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large figure, indicating a happy emotion.",ollama_7b
ollama_train_hap_000076,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-416-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.9,"The drawing features bright colors, a smiling face, and a large figure, indicating a happy emotion.",ollama_7b
ollama_train_hap_000077,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-426-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large heart, indicating a positive and joyful emotion.",ollama_7b
ollama_train_hap_000078,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-506-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and flowers, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000079,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-507-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large, central house with a family, indicating a positive and joyful scene.",ollama_7b
ollama_train_hap_000080,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-54-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright orange and pink colors, smiling faces, and large figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000081,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-563-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright yellow and red colors, a smiling face, and a sun, indicating a positive and happy emotion.",ollama_7b
ollama_train_hap_000082,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-584-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000083,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-610-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a sun, indicating a positive and happy emotion.",ollama_7b
ollama_train_hap_000084,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-646-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000085,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-667-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright yellow and red colors, a smiling face, and a large figure, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000086,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-679-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and a large figure, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000087,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-857-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and large figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000088,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-891-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright red and green colors, a smiling face, and a large figure, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000089,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-2297-M-H.jpg,Happiness,Happy,train,Sad,1.0,0.85,"The drawing features cool/dark colors, small drooping figures, and an isolated element, which align with the characteristics of sadness in children's drawings.",ollama_7b
ollama_train_hap_000090,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-255-M-H.jpg,Happiness,Happy,train,Sad,1.0,0.9,"The drawing uses cool/dark colors and small drooping figures, which are indicative of sadness. The composition is also cramped, further supporting the classification of sadness over other emotions.",ollama_7b
ollama_train_hap_000091,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-297-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large figures, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000092,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-378-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a sun, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000093,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-386-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and flowers, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000094,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-424-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000095,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-594-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large group of figures, indicating a positive and joyful mood.",ollama_7b
ollama_train_hap_000096,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-596-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000097,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-686-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large figures, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000098,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-741-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and large figures, indicating a positive emotion.",ollama_7b
ollama_train_hap_000099,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-776-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"Bright colors, smiling faces, and large figures indicate a happy emotion in the drawing.",ollama_7b
ollama_train_hap_000100,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-889-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a sun, indicating a positive and happy mood.",ollama_7b
ollama_train_hap_000101,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1H-202-M-H.jpg,Happiness,Happy,train,Sad,1.0,0.95,"The drawing features cool/dark colors, rain, and small drooping figures, which are strong indicators of sadness.",ollama_7b
ollama_train_hap_000102,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1H-282-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large figure, indicating a happy emotion.",ollama_7b
